name,product_url,price,supplier,supplier_url,location,rating,min_order,product_id,image_url
"Color Coated Handicraft Modern Ganesha Statue, Packaging Type: Box",https://www.indiamart.com/proddetail/handicraft-modern-ganesha-statue-4929542091.html?pos=1&kwd=chandra%20shekhar&tags=|PL|||8601.347|Price|product|||LSlc|rsf:pl-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=4,430,Moorti Mahal,https://www.moortimahal.in/?pos=1&kwd=chandra%20shekhar&tags=|PL|||8601.347|Price|product|||LSlc|rsf:pl-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Jaipur,4.1,,4929542091,https://3.imimg.com/data3/XB/CV/MY-3036907/handicrafts-morden-ganesha-250x250.jpeg
Carved Marble Modern Art,https://www.indiamart.com/proddetail/marble-modern-art-3523045291.html?pos=2&kwd=chandra%20shekhar&tags=|PL|||8601.347|Price|product|||SSlc|rsf:pl-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=4,"22,000",Kavisth Moorti Emporium,https://www.godmarblestatue.com/?pos=2&kwd=chandra%20shekhar&tags=|PL|||8601.347|Price|product|||SSlc|rsf:pl-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Jaipur,4.6,,3523045291,https://5.imimg.com/data5/SELLER/Default/2024/3/396270474/GT/YU/XZ/2748478/marble-modern-art-250x250.jpg
Cotton Plain Chandra Shekhar Azad,https://www.indiamart.com/proddetail/chandra-shekhar-azad-2853574781862.html?pos=3&kwd=chandra%20shekhar&tags=||||8785.791|Price|product|||TS|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=3,260,Mishita Enterprises,https://www.indiamart.com/mishita-enterprises-ghaziabad/?pos=3&kwd=chandra%20shekhar&tags=||||8785.791|Price|product|||TS|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Ghaziabad,3.8,,2853574781862,https://5.imimg.com/data5/SELLER/Default/2024/3/396146697/PZ/EG/GS/127677694/fullsizerender-60-250x250.jpg
White Chandra Shekhar Azad Marble Statue,https://www.indiamart.com/proddetail/chandra-shekhar-azad-marble-statue-2852046793691.html?pos=4&kwd=chandra%20shekhar&tags=||||8601.347|Price|product|||TS|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=4,"95,000",Shiv Narain Rajaram Artist,https://www.shivnarainart.com/?pos=4&kwd=chandra%20shekhar&tags=||||8601.347|Price|product|||TS|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Jaipur,4.8,,2852046793691,https://5.imimg.com/data5/SELLER/Default/2023/8/334672575/FX/RD/JB/2726238/whatsapp-image-2023-08-12-at-10-13-50-pm-1-250x250.jpeg
Polyester Chandra Shekhar Azad Costume,https://www.indiamart.com/proddetail/chandra-shekhar-azad-costume-2856314449755.html?pos=5&kwd=chandra%20shekhar&tags=||||8752.144|Price|product|||TS|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=3,299,Kaku Fancy Dresses,https://www.indiamart.com/kaku-fancy-dresses/?pos=5&kwd=chandra%20shekhar&tags=||||8752.144|Price|product|||TS|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,New Delhi,3.9,,2856314449755,https://5.imimg.com/data5/SELLER/Default/2025/4/500341442/IP/HC/WP/8058448/690-01-250x250.jpg
"Polyester White Chandra Shekhar Azad Print T Shirt, Size: S-XXL",https://www.indiamart.com/proddetail/chandra-shekhar-azad-t-shirt-17111778762.html?pos=6&kwd=chandra%20shekhar&tags=||||8601.347|Price|product|||MDC|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=4,110,OLL In One Destination,https://www.indiamart.com/ollinonedestination/?pos=6&kwd=chandra%20shekhar&tags=||||8601.347|Price|product|||MDC|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Jaipur,4.2,,17111778762,https://5.imimg.com/data5/AS/TW/MY-50887688/chandra-shekhar-azad-t-shirt-250x250.jpg
Polyester Chandra Shekhar Azad T Shirt,https://www.indiamart.com/proddetail/chandra-shekhar-azad-t-shirt-2855382377291.html?pos=7&kwd=chandra%20shekhar&tags=||||8788.382||product|||MDC|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=4,,S S Traders,https://www.indiamart.com/sstraders-greater-noida/?pos=7&kwd=chandra%20shekhar&tags=||||8788.382||product|||MDC|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Greater Noida,4,,2855382377291,https://5.imimg.com/data5/ANDROID/Default/2024/12/469846268/XO/VD/ZS/198995458/product-jpeg-250x250.jpg
Chandra Shekhar Azad Statue,,"75,000",Vishnu Murti Bhandar,https://www.indiamart.com/vishnu-moorti-bhandar/?pos=8&kwd=chandra%20shekhar&tags=||||8601.347|Price|product|||NA|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Jaipur,,,2854168356473,https://5.imimg.com/data5/ANDROID/Default/2024/5/422735529/EF/OZ/IB/2391279/product-jpeg-250x250.jpg
PVC Black Chandra Shekhar Azad Wall Stencil,https://www.indiamart.com/proddetail/chandra-shekhar-azad-wall-stencil-2853327002291.html?pos=9&kwd=chandra%20shekhar&tags=||||8752.144|Price|product|||NA|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4|r=4,35,AR&NJ,https://www.indiamart.com/arnj-newdelhi/?pos=9&kwd=chandra%20shekhar&tags=||||8752.144|Price|product|||NA|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,New Delhi,4,,2853327002291,https://5.imimg.com/data5/SELLER/Default/2024/1/381387755/NX/SV/ZB/153605579/41043-chandrashekhar-azad-250x250.jpg
Chandra Shekhar Ajad Marble Statue,,,Avtar Export,https://www.indiamart.com/avtar-export/?pos=10&kwd=chandra%20shekhar&tags=CC||||8601.347||product|||NA|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|prpfl:1|wc:1|qr_nm:gd|cs:14763|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|flavl:8|rtn:2-0-0-0-2-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Jaipur,,,2853447654797,https://5.imimg.com/data5/SELLER/Default/2024/2/389281176/OY/PK/LX/112118911/chandra-shekhar-ajad-marble-statue-250x250.jpg
"Sheesham Modern Wooden Single Bed, Size: W36xd78xh42 Inches",https://www.indiamart.com/proddetail/wooden-single-bed-22742161148.html?pos=11&kwd=chandra%20shekhar&tags=||||8319.425|Price|product|||NA|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|wc:1|qr_nm:gd|cs:13455|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|rtn:1-0-0-0-3-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,"9,700",Chandra Shekhar Exports,https://www.indiamart.com/chandrasekhar-exports/?pos=11&kwd=chandra%20shekhar&tags=||||8319.425|Price|product|||NA|rsf:gd-|-res:RC2|ktp:N0|stype:attr=1-br|mtp:G|wc:1|qr_nm:gd|cs:13455|com-cf:lw|ptrs:na|mc:9873|cat:120|qry_typ:P|lang:en|rtn:1-0-0-0-3-6-0|qrd:250415|mrd:250202|prdt:250415|v=4,Jodhpur,,,22742161148,https://5.imimg.com/data5/SELLER/Default/2020/10/PJ/OO/QC/2234/belle-single-bed-without-storage21-250x250.jpg
